"pipeline","auroc","pr_auc","balanced_accuracy","mcc","sensitivity","specificity"
"A_leaky_baseline",0.770506587754526,0.401955112140504,0.554618473895582,0.206251663166225,0.133333333333333,0.975903614457831
"B_guarded_nested",0.726484886916085,0.3656385082875,0.579158740224054,0.225031236603378,0.210526315789474,0.947791164658635
